X,OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,NewOriginTime,NewTransmissionTime
48484,1162912988.62834,1162912988.62834,17814,0,0,0,84.8,1621,2090,77.5,94,29.95,9.5,938,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1568,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,91,185,77,49,28.2,2016-11-11 15:23:27.628340,2016-11-11 15:23:27.628340
48485,1162912989.24838,1162912989.24839,17815,0,0,0,94.4,1705,2120,107.5,100,28.5,10,989,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1695,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,41,155,77,49,28.2,2016-11-11 15:23:28.248380,2016-11-11 15:23:28.248390
48487,1162912990.52874,1162912990.52875,17817,0,0,0,11.6,1281.5,800,42.5,0,0,6,535,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1513,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Released,2943,3146,77,42,28.2,2016-11-11 15:23:29.528740,2016-11-11 15:23:29.528750
48490,1162912992.51642,1162912992.51642,17820,0,0,0,99.6,1534,2120,49,76,31.1,3.5,370,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1237,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,111,139,77,39,28.2,2016-11-11 15:23:31.516420,2016-11-11 15:23:31.516420
48491,1162912993.16887,1162912993.16887,17821,0,0,0,99.6,1698,2120,82,100,28.6,4.5,452,23.3,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1563,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,91,47,77,37,28.2,2016-11-11 15:23:32.168870,2016-11-11 15:23:32.168870
48493,1162912994.44887,1162912994.44887,17823,0,0,0,98,1829.5,2120,124,100,26.6,6,599,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1901,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,19,26,77,40,28.2,2016-11-11 15:23:33.448870,2016-11-11 15:23:33.448870
48496,1162912996.3092,1162912996.3092,17826,0,0,0,99.6,1886.5,2120,104.5,74,21.85,7,719,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1266,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,22,27,77,40,28.2,2016-11-11 15:23:35.309200,2016-11-11 15:23:35.309200
48498,1162912997.54916,1162912997.54916,17828,0,0,0,99.6,1554.5,2120,120.5,100,31.35,8.5,849,29,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1513,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,25,32,77,41,28.2,2016-11-11 15:23:36.549160,2016-11-11 15:23:36.549160
48499,1162912998.20907,1162912998.20907,17829,0,0,0,99.6,1647.5,2120,117.5,100,29.55,9.5,954,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1608,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,28,29,77,40,28.2,2016-11-11 15:23:37.209070,2016-11-11 15:23:37.209070
48502,1162913000.1093,1162913000.1093,17832,0,0,0,99.6,1833.5,2120,123,100,26.5,10.5,1057,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1808,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,27,32,77,40,28.2,2016-11-11 15:23:39.109300,2016-11-11 15:23:39.109300
48504,1162913001.34945,1162913001.34945,17834,0,0,0,98.8,1937.5,2120,120,100,24.95,11,1102,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1930,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,26,31,77,40,28.2,2016-11-11 15:23:40.349450,2016-11-11 15:23:40.349450
48506,1162913002.62929,1162913002.6293,17836,0,0,0,99.2,2007,2120,120,100,24.1,11.5,1154,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2057,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,24,26,77,41,28.2,2016-11-11 15:23:41.629290,2016-11-11 15:23:41.629300
48509,1162913004.5294,1162913004.5294,17839,0,0,0,99.6,2071,2120,120.5,100,23.4,12,1193,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2102,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,22,31,77,41,28.2,2016-11-11 15:23:43.529400,2016-11-11 15:23:43.529400
48510,1162913005.14963,1162913005.14964,17840,0,0,0,99.6,2110.5,2120,122.5,97,22.55,12,1210,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2107,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,26,28,77,41,28.2,2016-11-11 15:23:44.149630,2016-11-11 15:23:44.149640
48512,1162913006.42963,1162913006.42963,17842,0,0,0,99.2,1961,2120,108,62,24.6,12.5,1211,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1191,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,30,77,40,28.2,2016-11-11 15:23:45.429630,2016-11-11 15:23:45.429630
48513,1162913007.04974,1162913007.04974,17843,0,0,0,99.6,1833.5,2120,115.5,100,26.5,12.5,1223,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1223,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,27,77,41,28.2,2016-11-11 15:23:46.049740,2016-11-11 15:23:46.049740
48517,1162913009.5698,1162913009.5698,17847,0,0,0,99.6,1825.5,2120,122,100,26.6,13,1246,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1249,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,30,37,77,41,28.2,2016-11-11 15:23:48.569800,2016-11-11 15:23:48.569800
48518,1162913010.23003,1162913010.23004,17848,0,0,0,99.6,1832.5,2120,120,100,26.5,13,1277,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1271,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,35,39,77,40,28.2,2016-11-11 15:23:49.230030,2016-11-11 15:23:49.230040
48520,1162913011.46996,1162913011.46996,17850,0,0,0,99.6,1847,2120,121,100,26.25,13,1313,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1286,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,33,77,40,28.2,2016-11-11 15:23:50.469960,2016-11-11 15:23:50.469960
48521,1162913012.09001,1162913012.09001,17851,0,0,0,99.6,1847.5,2120,119,100,26.25,13.5,1322,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1299,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,29,34,77,40,28.2,2016-11-11 15:23:51.090010,2016-11-11 15:23:51.090010
48525,1162913014.65009,1162913014.6501,17855,0,0,0,99.6,1856,2120,119.5,100,26.15,13.5,1370,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1382,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,31,77,41,28.2,2016-11-11 15:23:53.650090,2016-11-11 15:23:53.650100
48526,1162913015.27019,1162913015.27019,17856,0,0,0,99.2,1723,2120,123.5,100,28.25,14,1365,33.4,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1349,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,29,33,77,40,28.2,2016-11-11 15:23:54.270190,2016-11-11 15:23:54.270190
48528,1162913016.55037,1162913016.55037,17858,0,0,0,99.6,1392.5,2120,113.5,100,35.4,14,1404,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1400,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,33,37,77,40,28.1,2016-11-11 15:23:55.550370,2016-11-11 15:23:55.550370
48529,1162913017.17021,1162913017.17021,17859,0,0,0,99.6,1418.5,2120,113.5,100,34.7,14.5,1426,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1422,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,32,77,41,28.2,2016-11-11 15:23:56.170210,2016-11-11 15:23:56.170210
48531,1162913018.45059,1162913018.45059,17861,0,0,0,99.6,1428,2120,114,100,34.45,14.5,1444,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1445,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,29,77,41,28.2,2016-11-11 15:23:57.450590,2016-11-11 15:23:57.450590
48534,1162913020.31071,1162913020.31071,17864,0,0,0,99.6,1472,2120,116,100,33.25,15,1494,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1471,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,29,77,40,28.2,2016-11-11 15:23:59.310710,2016-11-11 15:23:59.310710
48536,1162913021.55071,1162913021.55071,17866,0,0,0,99.6,1497,2120,116,100,32.65,15,1503,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1486,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,28,34,77,41,28.2,2016-11-11 15:24:00.550710,2016-11-11 15:24:00.550710
48537,1162913022.17083,1162913022.17083,17867,0,0,0,99.6,1496,2120,117.5,100,32.65,15.5,1517,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1499,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,42,37,77,41,28.2,2016-11-11 15:24:01.170830,2016-11-11 15:24:01.170830
48539,1162913023.45067,1162913023.45067,17869,0,0,0,99.6,1522.5,2120,117,100,32.05,15.5,1539,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1516,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,31,32,77,41,28.2,2016-11-11 15:24:02.450670,2016-11-11 15:24:02.450670
48542,1162913025.35088,1162913025.35088,17872,0,0,0,99.6,1551.5,2120,119,100,31.45,16,1564,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1548,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,35,40,77,41,28.2,2016-11-11 15:24:04.350880,2016-11-11 15:24:04.350880
48544,1162913026.63104,1162913026.63104,17874,0,0,0,99.6,1536.5,2120,120,100,31.85,16,1561,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1570,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,30,32,77,40,28.2,2016-11-11 15:24:05.631040,2016-11-11 15:24:05.631040
48545,1162913027.29093,1162913027.29093,17875,0,0,0,99.6,1594,2120,122,100,30.5,16,1600,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1556,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,31,35,77,41,28.2,2016-11-11 15:24:06.290930,2016-11-11 15:24:06.290930
48547,1162913028.57127,1162913028.57128,17877,0,0,0,99.6,1587.5,2120,121,100,30.65,16,1587,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1578,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,37,36,77,41,28.2,2016-11-11 15:24:07.571270,2016-11-11 15:24:07.571280
48550,1162913030.47142,1162913030.47142,17880,0,0,0,99.6,1622,2120,120.5,100,29.95,16.5,1624,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1604,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,32,77,41,28.2,2016-11-11 15:24:09.471420,2016-11-11 15:24:09.471420
48551,1162913031.09126,1162913031.09127,17881,0,0,0,99.6,1619,2120,121,100,30.05,16.5,1633,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1632,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,30,35,77,41,28.2,2016-11-11 15:24:10.091260,2016-11-11 15:24:10.091270
48553,1162913032.37155,1162913032.37156,17883,0,0,0,98.8,1636,2120,123,100,29.8,16.5,1654,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1640,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,33,77,41,28.2,2016-11-11 15:24:11.371550,2016-11-11 15:24:11.371560
48555,1162913033.61153,1162913033.61153,17885,0,0,0,28.8,1426.5,1032,54,0,0,16,1559,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1604,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,529,915,77,40,28.2,2016-11-11 15:24:12.611530,2016-11-11 15:24:12.611530
48556,1162913034.2317,1162913034.2317,17886,0,0,0,17.6,1135,828,28,0,0,14.5,1355,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1342,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,1811,2050,77,41,28.2,2016-11-11 15:24:13.231700,2016-11-11 15:24:13.231700
48559,1162913036.13184,1162913036.13185,17889,0,0,0,90.8,1053.5,2120,10,58,45.6,3.5,283,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,691,0,FaultFNRP20,N2,Err-Unknown,Off,Depressed,Off,Depressed,3086,3271,77,35,28.1,2016-11-11 15:24:15.131840,2016-11-11 15:24:15.131850
48561,1162913037.41166,1162913037.41166,17891,0,0,0,99.6,1666.5,2120,49,82,28.5,0.5,120,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,956,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,126,143,77,35,28.2,2016-11-11 15:24:16.411660,2016-11-11 15:24:16.411660
48562,1162913038.03173,1162913038.03174,17892,0,0,0,99.6,1778,2120,88.5,94,27.3,3,352,80,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1567,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,118,138,77,34,28.2,2016-11-11 15:24:17.031730,2016-11-11 15:24:17.031740
48564,1162913039.31179,1162913039.31179,17894,0,0,0,99.6,2088.5,2120,119,89,21.95,5.5,542,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,2122,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,37,44,77,36,28.2,2016-11-11 15:24:18.311790,2016-11-11 15:24:18.311790
48567,1162913041.21231,1162913041.21231,17897,0,0,0,99.6,1673.5,2120,123.5,99,29.1,7.5,753,44.2,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1658,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,32,46,77,41,28.2,2016-11-11 15:24:20.212310,2016-11-11 15:24:20.212310
48569,1162913042.49229,1162913042.49229,17899,0,0,0,99.6,1995.5,2120,117,100,24.25,1.5,79,0,Run,Forward,Auto,Auto 4,Off,On,Off,On,1777,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,31,41,77,35,28.2,2016-11-11 15:24:21.492290,2016-11-11 15:24:21.492290
48570,1162913043.15209,1162913043.15209,17900,0,0,0,99.6,1646.5,2120,123.5,100,29.55,1.5,176,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1253,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,27,39,76,38,28.2,2016-11-11 15:24:22.152090,2016-11-11 15:24:22.152090
48572,1162913044.43236,1162913044.43236,17902,0,0,0,99.6,1468.5,2120,114.5,100,33.35,0.5,0,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,559,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,17,32,76,38,28.2,2016-11-11 15:24:23.432360,2016-11-11 15:24:23.432360
48575,1162913046.3724,1162913046.3724,17905,0,0,0,99.2,1575,2120,119.5,100,31,0,45,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,106,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,17,22,76,39,28.3,2016-11-11 15:24:25.372400,2016-11-11 15:24:25.372400
48577,1162913047.61253,1162913047.61253,17907,0,0,0,99.6,1654.5,1943,122,100,29.45,0,0,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,341,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,19,27,76,38,28.3,2016-11-11 15:24:26.612530,2016-11-11 15:24:26.612530
48578,1162913048.2326,1162913048.2326,17908,0,0,0,99.6,1540.5,1992,122.5,100,31.7,0.5,74,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,580,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,12,19,76,38,28.2,2016-11-11 15:24:27.232600,2016-11-11 15:24:27.232600
48580,1162913049.47245,1162913049.47246,17910,0,0,0,99.2,1651.5,2120,122,100,29.45,1,97,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,582,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,10,22,76,38,28.2,2016-11-11 15:24:28.472450,2016-11-11 15:24:28.472460
48581,1162913050.09257,1162913050.09257,17911,0,0,0,99.6,1741.5,2120,121,100,27.9,0.5,57,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,323,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,25,25,76,38,28.2,2016-11-11 15:24:29.092570,2016-11-11 15:24:29.092570
48585,1162913052.61296,1162913052.61297,17915,0,0,0,99.6,1371,2120,115.5,100,36,0,0,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,0,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,14,19,77,38,28.2,2016-11-11 15:24:31.612960,2016-11-11 15:24:31.612970
48586,1162913053.27286,1162913053.27287,17916,0,0,0,99.6,1363.5,2120,114.5,100,36.45,0,138,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1493,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,11,19,77,38,28.1,2016-11-11 15:24:32.272860,2016-11-11 15:24:32.272870
48588,1162913054.51321,1162913054.51321,17918,0,0,0,72,1623.5,1760.5,123.5,100,28.85,2,240,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1405,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Depressed,1248,1074,77,38,28.2,2016-11-11 15:24:33.513210,2016-11-11 15:24:33.513210
48589,1162913055.13318,1162913055.13318,17919,0,0,0,84.8,1389,2117.5,62,90,35.4,1,44,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1133,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,3391,3585,77,41,28.2,2016-11-11 15:24:34.133180,2016-11-11 15:24:34.133180
48592,1162913057.03322,1162913057.03322,17922,0,0,0,99.2,1732.5,2120,123,100,28.15,3,313,29.9,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1361,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,85,35,77,41,28.2,2016-11-11 15:24:36.033220,2016-11-11 15:24:36.033220
48594,1162913058.27316,1162913058.27317,17924,0,0,0,99.6,2196,2120,106,47,15.45,4.5,417,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2119,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,1,15,77,40,28.2,2016-11-11 15:24:37.273160,2016-11-11 15:24:37.273170
48596,1162913059.59316,1162913059.59316,17926,0,0,0,38,1600.5,1184,81,39,1.3,5,496,41.2,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1575,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Released,300,368,77,41,28.2,2016-11-11 15:24:38.593160,2016-11-11 15:24:38.593160
48597,1162913060.21332,1162913060.21332,17927,0,0,0,1.2,1337,800,36.5,0,0,4.5,458,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1225,0,FaultFNRP20,N1,Err-Unknown,Off,Released,Off,Released,720,1456,77,40,28.2,2016-11-11 15:24:39.213320,2016-11-11 15:24:39.213320
48600,1162913062.15345,1162913062.15345,17930,0,0,0,99.6,1986,2120,62.5,85,23.65,1,111,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,975,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,113,143,77,41,28.3,2016-11-11 15:24:41.153450,2016-11-11 15:24:41.153450
48602,1162913063.47364,1162913063.47364,17932,0,0,0,98.8,2163.5,2120,109.5,97,17.6,3,345,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1853,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,84,29,78,38,28.2,2016-11-11 15:24:42.473640,2016-11-11 15:24:42.473640
48603,1162913064.09356,1162913064.09356,17933,0,0,0,99.6,1940.5,2120,100,37,24.95,4,430,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1896,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,17,29,78,38,28.2,2016-11-11 15:24:43.093560,2016-11-11 15:24:43.093560
48605,1162913065.33385,1162913065.33385,17935,0,0,0,99.6,1935,2120,112,99,24.95,5.5,585,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1584,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,16,31,78,41,28.2,2016-11-11 15:24:44.333850,2016-11-11 15:24:44.333850
48607,1162913066.65387,1162913066.65387,17937,0,0,0,98.4,1861.5,2120,121,100,26,8.5,861,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1769,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,15,30,78,41,28.2,2016-11-11 15:24:45.653870,2016-11-11 15:24:45.653870
48610,1162913068.514,1162913068.514,17940,0,0,0,99.2,2035.5,2120,100,63,23.75,10.5,1023,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,2083,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,13,23,78,41,28.2,2016-11-11 15:24:47.514000,2016-11-11 15:24:47.514000
48611,1162913069.17399,1162913069.17399,17941,0,0,0,99.2,1867.5,2120,114,100,25.9,10.5,1070,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1274,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,12,23,78,40,28.2,2016-11-11 15:24:48.173990,2016-11-11 15:24:48.173990
48613,1162913070.41414,1162913070.41414,17943,0,0,0,99.2,1536.5,2120,126,100,31.85,12,1201,46.9,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1433,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,16,27,78,40,28.2,2016-11-11 15:24:49.414140,2016-11-11 15:24:49.414140
48614,1162913071.07415,1162913071.07415,17944,0,0,0,99.2,1563,2120,117,100,31.25,13,1275,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1569,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,6,26,78,41,28.2,2016-11-11 15:24:50.074150,2016-11-11 15:24:50.074150
48618,1162913073.59413,1162913073.59413,17948,0,0,0,99.6,1798,2120,125.5,100,27.1,15,1463,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1823,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,11,26,78,41,28.2,2016-11-11 15:24:52.594130,2016-11-11 15:24:52.594130
48619,1162913074.21453,1162913074.21453,17949,0,0,0,99.2,1862.5,2120,122.5,100,26,15.5,1523,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1882,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,6,22,78,41,28.2,2016-11-11 15:24:53.214530,2016-11-11 15:24:53.214530
48621,1162913075.49426,1162913075.49427,17951,0,0,0,68,1924.5,1765.5,93,97,8.2,16,1550,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1911,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,7,20,78,40,28.2,2016-11-11 15:24:54.494260,2016-11-11 15:24:54.494270
48622,1162913076.11443,1162913076.11443,17952,0,0,0,49.2,1938,1792,49.5,0,0,16,1558,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1865,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,12,21,78,40,28.2,2016-11-11 15:24:55.114430,2016-11-11 15:24:55.114430
48626,1162913078.59459,1162913078.5946,17956,0,0,0,8.4,1844,800,39,0,0,15.5,1505,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1869,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Released,829,740,78,40,28.2,2016-11-11 15:24:57.594590,2016-11-11 15:24:57.594600
48627,1162913079.21472,1162913079.21472,17957,0,0,0,14,1424.5,800,29,0,0,14,1343,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1742,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Released,1984,2179,78,41,28.2,2016-11-11 15:24:58.214720,2016-11-11 15:24:58.214720
48629,1162913080.49465,1162913080.49466,17959,0,0,0,99.2,1829.5,2120,52.5,79,25.9,13,1290,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1615,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,112,144,78,43,28.2,2016-11-11 15:24:59.494650,2016-11-11 15:24:59.494660
48630,1162913081.11481,1162913081.11482,17960,0,0,0,98.8,1847.5,2120,94,99,26.15,13.5,1345,24.2,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1635,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,102,139,78,43,28.2,2016-11-11 15:25:00.114810,2016-11-11 15:25:00.114820
48632,1162913082.35472,1162913082.35472,17962,0,0,0,91.2,1789.5,2120,123.5,100,27.2,14.5,1453,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1763,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,6,22,78,42,28.2,2016-11-11 15:25:01.354720,2016-11-11 15:25:01.354720
48635,1162913084.29495,1162913084.29495,17965,0,0,0,71.6,1840.5,1842,52,28,13.65,15,1504,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1842,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,13,24,78,42,28.2,2016-11-11 15:25:03.294950,2016-11-11 15:25:03.294950
48637,1162913085.57508,1162913085.57508,17967,0,0,0,88.8,1925,2120,113.5,100,25.2,15.5,1569,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1901,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,4,18,78,41,28.2,2016-11-11 15:25:04.575080,2016-11-11 15:25:04.575080
48638,1162913086.23511,1162913086.23511,17968,0,0,0,49.6,1862,1419.5,75.5,56,0,15.5,1525,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1889,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Released,10,23,78,40,28.2,2016-11-11 15:25:05.235110,2016-11-11 15:25:05.235110
