X,OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,NewOriginTime,NewTransmissionTime
48640,1162913087.51526,1162913087.51526,17970,0,0,0,84,1855,2064.5,31.5,41,19.5,15.5,1510,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1886,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,7,25,78,41,28.2,2016-11-11 15:25:06.515260,2016-11-11 15:25:06.515260
48643,1162913089.41539,1162913089.4154,17973,0,0,0,50,1822,1414.5,56.5,0,0,15.5,1528,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1948,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Released,10,24,78,40,28.2,2016-11-11 15:25:08.415390,2016-11-11 15:25:08.415400
48644,1162913090.03521,1162913090.03522,17974,0,0,0,41.2,1904,1280.5,33,0,0,15.5,1556,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1913,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Released,5,24,78,41,28.2,2016-11-11 15:25:09.035210,2016-11-11 15:25:09.035220
48646,1162913091.31551,1162913091.31552,17976,0,0,0,49.6,1703,1434,23.5,0,0,15,1435,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1859,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,1030,1902,78,42,28.2,2016-11-11 15:25:10.315510,2016-11-11 15:25:10.315520
48648,1162913092.55554,1162913092.55554,17978,0,0,0,57.6,1201,1595.5,23.5,67,38.7,12,1123,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1128,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Released,1030,1220,78,42,28.2,2016-11-11 15:25:11.555540,2016-11-11 15:25:11.555540
48651,1162913094.45566,1162913094.45567,17981,0,0,0,68,1418.5,1809,28,10,30.9,11.5,1154,29,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1415,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Released,101,163,78,40,28.2,2016-11-11 15:25:13.455660,2016-11-11 15:25:13.455670
48652,1162913095.11579,1162913095.11579,17982,0,0,0,74.4,1486.5,1900.5,42,76,31.7,12,1119,80,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1482,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,196,277,78,41,28.2,2016-11-11 15:25:14.115790,2016-11-11 15:25:14.115790
48654,1162913096.39576,1162913096.39577,17984,0,0,0,84.4,1542,2095.5,86,87,31.7,12.5,1252,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1599,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,58,157,78,40,28.2,2016-11-11 15:25:15.395760,2016-11-11 15:25:15.395770
48655,1162913097.05587,1162913097.05588,17985,0,0,0,92.4,1604,2120,111.5,100,30.4,13.5,1319,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1622,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,11,37,78,40,28.2,2016-11-11 15:25:16.055870,2016-11-11 15:25:16.055880
48657,1162913098.29596,1162913098.29597,17987,0,0,0,56,1730.5,1754,90.5,89,26.5,14,1349,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1689,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,11,25,78,40,28.2,2016-11-11 15:25:17.295960,2016-11-11 15:25:17.295970
48660,1162913100.19606,1162913100.19606,17990,0,0,0,82.4,1704.5,2022.5,35.5,34,27.2,14,1391,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1681,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,5,23,78,41,28.2,2016-11-11 15:25:19.196060,2016-11-11 15:25:19.196060
48662,1162913101.47615,1162913101.47615,17992,0,0,0,98.4,1812.5,2120,109,100,26.85,15,1486,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1767,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,8,21,78,42,28.2,2016-11-11 15:25:20.476150,2016-11-11 15:25:20.476150
48663,1162913102.09628,1162913102.09628,17993,0,0,0,85.6,1854,2058.5,119.5,100,26,15.5,1506,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1862,0,FaultFNRP20,F4,Err-Unknown,Off,Released,Off,Depressed,9,27,78,42,28.2,2016-11-11 15:25:21.096280,2016-11-11 15:25:21.096280
48665,1162913103.3763,1162913103.3763,17995,0,0,0,42.4,1421,1264.5,33,0,4.15,14.5,1448,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1650,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,578,664,78,41,28.2,2016-11-11 15:25:22.376300,2016-11-11 15:25:22.376300
48668,1162913105.27642,1162913105.27642,17998,0,0,0,33.6,1502,1093.5,35.5,0,0,13.5,1327,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1350,0,FaultFNRP20,N4,Err-Unknown,Off,Depressed,Off,Released,1635,1841,78,42,28.2,2016-11-11 15:25:24.276420,2016-11-11 15:25:24.276420
48670,1162913106.59657,1162913106.59657,18000,0,0,0,8.4,737.5,800,14,0,42.85,8.5,771,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,716,0,FaultFNRP20,N3,Err-Unknown,Off,Depressed,Off,Released,2791,2993,78,42,28.2,2016-11-11 15:25:25.596570,2016-11-11 15:25:25.596570
48671,1162913107.25656,1162913107.25657,18001,0,0,0,21.6,803.5,896.5,9.5,17,42.4,6,530,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,813,0,FaultFNRP20,F3,Err-Unknown,Off,Depressed,Off,Released,988,1164,78,42,28.1,2016-11-11 15:25:26.256560,2016-11-11 15:25:26.256570
48673,1162913108.49686,1162913108.49686,18003,0,0,0,99.6,1589,2120,15,61,29.1,4,409,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1399,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,112,140,78,42,28.2,2016-11-11 15:25:27.496860,2016-11-11 15:25:27.496860
48676,1162913110.39696,1162913110.39696,18006,0,0,0,98.4,1992.5,2120,119,100,24.35,5,520,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1953,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,5,19,78,38,28.2,2016-11-11 15:25:29.396960,2016-11-11 15:25:29.396960
48677,1162913111.05687,1162913111.05687,18007,0,0,0,99.2,2111,2120,113,93,21.6,5.5,541,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,2090,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,7,24,78,39,28.2,2016-11-11 15:25:30.056870,2016-11-11 15:25:30.056870
48679,1162913112.29691,1162913112.29691,18009,0,0,0,99.6,2007.5,2120,110.5,99,24,5.5,553,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1845,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,14,26,78,40,28.2,2016-11-11 15:25:31.296910,2016-11-11 15:25:31.296910
48681,1162913113.61691,1162913113.61691,18011,0,0,0,99.2,1693.5,2120,123.5,100,28.6,7,704,38.2,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1397,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,4,22,78,41,28.2,2016-11-11 15:25:32.616910,2016-11-11 15:25:32.616910
48682,1162913114.23699,1162913114.23699,18012,0,0,0,99.2,1647.5,2120,120,100,29.55,7.5,767,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1557,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,4,21,78,40,28.2,2016-11-11 15:25:33.236990,2016-11-11 15:25:33.236990
48685,1162913116.09716,1162913116.09716,18015,0,0,0,99.6,1848.5,2120,122,100,26.25,8.5,857,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1893,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,7,22,78,42,28.2,2016-11-11 15:25:35.097160,2016-11-11 15:25:35.097160
48687,1162913117.37732,1162913117.37732,18017,0,0,0,99.6,1947,2120,123.5,100,24.8,9,895,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1941,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,11,23,78,42,28.2,2016-11-11 15:25:36.377320,2016-11-11 15:25:36.377320
48689,1162913118.61768,1162913118.61768,18019,0,0,0,99.6,1952.5,2120,120.5,100,24.8,9,898,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1889,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,13,21,78,36,28.2,2016-11-11 15:25:37.617680,2016-11-11 15:25:37.617680
48690,1162913119.27746,1162913119.27747,18020,0,0,0,99.6,1907.5,2120,122,100,25.4,9,889,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1911,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,4,18,78,36,28.2,2016-11-11 15:25:38.277460,2016-11-11 15:25:38.277470
48693,1162913121.21759,1162913121.21759,18023,0,0,0,99.6,1840,2120,121,100,26.35,8.5,848,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1873,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,5,8,78,38,28.2,2016-11-11 15:25:40.217590,2016-11-11 15:25:40.217590
48695,1162913122.45756,1162913122.45757,18025,0,0,0,99.6,1799.5,2120,123,100,26.95,8.5,830,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1864,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,0,9,78,40,28.2,2016-11-11 15:25:41.457560,2016-11-11 15:25:41.457570
48696,1162913123.07764,1162913123.07764,18026,0,0,0,99.6,1768,2120,123.5,100,27.55,8,818,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1757,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,0,5,78,41,28.2,2016-11-11 15:25:42.077640,2016-11-11 15:25:42.077640
48698,1162913124.35773,1162913124.35774,18028,0,0,0,98.4,1653.5,2120,122,100,29.45,7.5,763,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1654,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,148,303,78,40,28.2,2016-11-11 15:25:43.357730,2016-11-11 15:25:43.357740
48699,1162913125.01784,1162913125.01785,18029,0,0,0,82.4,1705,2024,119,100,28.5,7.5,737,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1670,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,599,706,78,40,28.2,2016-11-11 15:25:44.017840,2016-11-11 15:25:44.017850
48703,1162913127.53792,1162913127.53793,18033,0,0,0,96,1965.5,2120,50,87,24.35,0,127,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,2026,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,501,608,78,43,28.2,2016-11-11 15:25:46.537920,2016-11-11 15:25:46.537930
48706,1162913129.43812,1162913129.43812,18036,0,0,0,96.8,1773,2120,111.5,88,27.45,5.5,575,41.6,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1922,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,103,133,78,42,28.2,2016-11-11 15:25:48.438120,2016-11-11 15:25:48.438120
48709,1162913131.33822,1162913131.33822,18039,0,0,0,99.2,2057,2120,119.5,100,23.5,5.5,574,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1798,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,29,33,77,42,28.1,2016-11-11 15:25:50.338220,2016-11-11 15:25:50.338220
48711,1162913132.57826,1162913132.57827,18041,0,0,0,99.2,2167.5,2120,76,48,14.25,7,720,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1992,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,38,43,77,42,28.2,2016-11-11 15:25:51.578260,2016-11-11 15:25:51.578270
48714,1162913134.47847,1162913134.47847,18044,0,0,0,99.6,1773.5,2120,123.5,100,27.55,10,1043,80,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1672,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,30,32,77,43,28.1,2016-11-11 15:25:53.478470,2016-11-11 15:25:53.478470
48717,1162913136.41854,1162913136.41854,18047,0,0,0,75.6,2082.5,1895.5,103.5,77,0.6,12,1180,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2093,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,91,77,41,28.2,2016-11-11 15:25:55.418540,2016-11-11 15:25:55.418540
48720,1162913138.3187,1162913138.3187,18050,0,0,0,73.6,1652.5,1871,33.5,64,26.35,11,1064,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1850,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,124,273,78,33,28.1,2016-11-11 15:25:57.318700,2016-11-11 15:25:57.318700
48722,1162913139.63886,1162913139.63886,18052,0,0,0,83.2,1789.5,2067,46.5,36,25.3,10.5,1034,80,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1795,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,107,166,78,31,28.2,2016-11-11 15:25:58.638860,2016-11-11 15:25:58.638860
48725,1162913141.53896,1162913141.53896,18055,0,0,0,43.2,1792.5,1310.5,38,0,0,11,1095,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1833,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Released,244,337,78,42,28.2,2016-11-11 15:26:00.538960,2016-11-11 15:26:00.538960
48728,1162913143.39907,1162913143.39908,18058,0,0,0,86.4,1537,2115.5,45.5,86,30.65,9,887,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1537,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,78,204,78,47,28.2,2016-11-11 15:26:02.399070,2016-11-11 15:26:02.399080
48729,1162913144.01902,1162913144.01902,18059,0,0,0,90,1614.5,2120,77.5,98,30.3,9.5,931,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1578,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,229,78,47,28.2,2016-11-11 15:26:03.019020,2016-11-11 15:26:03.019020
48733,1162913146.57943,1162913146.57944,18063,0,0,0,98.4,1917.5,2120,117,100,25.3,11,1112,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1879,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,38,130,78,45,28.2,2016-11-11 15:26:05.579430,2016-11-11 15:26:05.579440
48736,1162913148.47938,1162913148.47938,18066,0,0,0,98.8,2014,2120,120,100,24.1,11.5,1159,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,2001,0,FaultFNRP20,R3,Err-Unknown,Off,Released,Off,Depressed,23,30,78,42,28.2,2016-11-11 15:26:07.479380,2016-11-11 15:26:07.479380
48739,1162913150.41974,1162913150.41974,18069,0,0,0,98.8,2117,2120,119.5,98,22.45,12,1194,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1902,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,29,34,78,42,28.2,2016-11-11 15:26:09.419740,2016-11-11 15:26:09.419740
48740,1162913151.03959,1162913151.0396,18070,0,0,0,99.2,2009.5,2120,104,63,24.1,12.5,1213,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1208,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,25,30,78,42,28.2,2016-11-11 15:26:10.039590,2016-11-11 15:26:10.039600
48744,1162913153.5598,1162913153.55981,18074,0,0,0,99.2,1837.5,2120,120,100,26.35,12.5,1253,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1248,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,32,78,42,28.1,2016-11-11 15:26:12.559800,2016-11-11 15:26:12.559810
48747,1162913155.4599,1162913155.4599,18077,0,0,0,99.2,1844.5,2120,118,100,26.35,13,1308,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1288,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,26,32,78,42,28.2,2016-11-11 15:26:14.459900,2016-11-11 15:26:14.459900
48748,1162913156.07979,1162913156.0798,18078,0,0,0,99.6,1847.5,2120,120,100,26.25,13.5,1306,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1302,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,19,31,78,43,28.2,2016-11-11 15:26:15.079790,2016-11-11 15:26:15.079800
48751,1162913158.0201,1162913158.0201,18081,0,0,0,99.2,1844.5,2120,121,100,26.25,13.5,1353,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1327,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,15,33,78,42,28.3,2016-11-11 15:26:17.020100,2016-11-11 15:26:17.020100
48755,1162913160.54015,1162913160.54015,18085,0,0,0,99.2,1858,2120,119.5,100,26.15,14,1381,0,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1398,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,17,32,78,42,28.2,2016-11-11 15:26:19.540150,2016-11-11 15:26:19.540150
48758,1162913162.48051,1162913162.48051,18088,0,0,0,99.6,1396.5,2120,112.5,100,35.25,14.5,1416,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1429,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,24,32,78,42,28.2,2016-11-11 15:26:21.480510,2016-11-11 15:26:21.480510
48759,1162913163.14047,1162913163.14047,18089,0,0,0,99.2,1447,2120,114.5,100,33.85,14.5,1433,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1411,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,32,78,42,28.2,2016-11-11 15:26:22.140470,2016-11-11 15:26:22.140470
48762,1162913165.04052,1162913165.04052,18092,0,0,0,99.6,1517.5,2120,113.5,100,32.05,15,1520,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1421,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,33,78,43,28.1,2016-11-11 15:26:24.040520,2016-11-11 15:26:24.040520
48766,1162913167.60054,1162913167.60055,18096,0,0,0,99.2,1475,2120,118,100,33.25,15,1496,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1491,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,32,78,42,28.1,2016-11-11 15:26:26.600540,2016-11-11 15:26:26.600550
48767,1162913168.22071,1162913168.22072,18097,0,0,0,99.6,1513.5,2120,114.5,100,32.2,15.5,1525,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1499,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,27,32,78,42,28.1,2016-11-11 15:26:27.220710,2016-11-11 15:26:27.220720
48770,1162913170.16079,1162913170.16079,18100,0,0,0,99.6,1531.5,2120,117.5,100,31.85,15.5,1547,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1506,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,19,34,78,42,28.2,2016-11-11 15:26:29.160790,2016-11-11 15:26:29.160790
48773,1162913172.06108,1162913172.06108,18103,0,0,0,99.6,1546.5,2120,118,100,31.45,16,1561,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1536,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,22,38,77,42,28.2,2016-11-11 15:26:31.061080,2016-11-11 15:26:31.061080
48777,1162913174.58125,1162913174.58125,18107,0,0,0,99.6,1581,2120,120.5,100,30.75,16,1597,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1575,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,15,32,77,42,28.2,2016-11-11 15:26:33.581250,2016-11-11 15:26:33.581250
48778,1162913175.24122,1162913175.24123,18108,0,0,0,99.6,1579,2120,121,100,30.9,16,1595,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1595,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,14,32,77,42,28.2,2016-11-11 15:26:34.241220,2016-11-11 15:26:34.241230
48781,1162913177.10144,1162913177.10144,18111,0,0,0,99.2,1608,2120,122,100,30.3,16.5,1620,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1620,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,21,36,77,42,28.2,2016-11-11 15:26:36.101440,2016-11-11 15:26:36.101440
48784,1162913179.04158,1162913179.04159,18114,0,0,0,99.2,1620.5,2120,117.5,100,30.05,16.5,1630,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1624,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,20,34,77,43,28.2,2016-11-11 15:26:38.041580,2016-11-11 15:26:38.041590
48788,1162913181.56165,1162913181.56165,18118,0,0,0,99.2,1635.5,2120,119.5,100,29.8,17,1655,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1646,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,15,34,77,42,28.2,2016-11-11 15:26:40.561650,2016-11-11 15:26:40.561650
48789,1162913182.18165,1162913182.18165,18119,0,0,0,99.6,1633.5,2120,120.5,100,29.8,17,1659,55.7,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1648,0,FaultFNRP20,R4,Err-Unknown,Off,Released,Off,Depressed,23,38,77,43,28.2,2016-11-11 15:26:41.181650,2016-11-11 15:26:41.181650
48792,1162913184.08189,1162913184.08189,18122,0,0,0,2,1551.5,800,40,0,0,16,1550,55.7,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1455,0,FaultFNRP20,N4,Err-Unknown,Off,Released,Off,Released,414,473,77,42,28.2,2016-11-11 15:26:43.081890,2016-11-11 15:26:43.081890
48796,1162913186.6019,1162913186.6019,18126,0,0,0,99.6,1628.5,2120,28,71,27.8,2,191,0,Neutral,Forward,Auto,Auto 4,Off,Off,Off,On,1340,0,FaultFNRP20,N2,Err-Unknown,Off,Depressed,Off,Depressed,112,152,77,35,28.2,2016-11-11 15:26:45.601900,2016-11-11 15:26:45.601900
48797,1162913187.26209,1162913187.26209,18127,0,0,0,99.6,1738,2120,62,91,27.8,0.5,81,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,762,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,121,148,77,35,28.2,2016-11-11 15:26:46.262090,2016-11-11 15:26:46.262090
48800,1162913189.16215,1162913189.16215,18130,0,0,0,99.6,2095.5,2120,116.5,83,21.75,5.5,548,55.7,Run,Forward,Auto,Auto 4,Off,Off,Off,On,2044,0,FaultFNRP20,F2,Err-Unknown,Off,Released,Off,Depressed,27,47,77,36,28.1,2016-11-11 15:26:48.162150,2016-11-11 15:26:48.162150
48803,1162913191.06237,1162913191.06238,18133,0,0,0,78,1660,2009.5,109,81,29.35,7.5,773,80,Run,Forward,Auto,Auto 4,Off,Off,Off,On,1620,0,FaultFNRP20,F3,Err-Unknown,Off,Released,Off,Depressed,31,47,77,38,28.2,2016-11-11 15:26:50.062370,2016-11-11 15:26:50.062380
48806,1162913193.00255,1162913193.00255,18136,0,0,0,81.2,1619,2008,114,100,30.05,2,177,0,Run,Forward,Auto,Auto 4,Off,On,Off,On,1982,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,18,35,77,36,28.1,2016-11-11 15:26:52.002550,2016-11-11 15:26:52.002550
48808,1162913194.28293,1162913194.28293,18138,0,0,0,99.6,1723,2120,121,99,28.25,1.5,129,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,261,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,29,42,77,35,28.1,2016-11-11 15:26:53.282930,2016-11-11 15:26:53.282930
48811,1162913196.18271,1162913196.18271,18141,0,0,0,99.2,1413,2120,114,100,34.7,0,0,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,207,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,13,29,77,38,28.2,2016-11-11 15:26:55.182710,2016-11-11 15:26:55.182710
48814,1162913198.08284,1162913198.08284,18144,0,0,0,99.6,1634.5,2120,119,100,29.8,0.5,74,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,536,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,8,29,77,38,28.2,2016-11-11 15:26:57.082840,2016-11-11 15:26:57.082840
48816,1162913199.32293,1162913199.32293,18146,0,0,0,99.6,1666.5,2120,123,100,29.1,0.5,61,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,578,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,6,21,77,38,28.2,2016-11-11 15:26:58.322930,2016-11-11 15:26:58.322930
48819,1162913201.22305,1162913201.22305,18149,0,0,0,99.6,1568,2120,120.5,100,31,1,68,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,800,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,4,17,77,38,28.2,2016-11-11 15:27:00.223050,2016-11-11 15:27:00.223050
48822,1162913203.0855,1162913203.0855,18152,0,0,0,99.6,1227.5,2120,112.5,100,45.5,0,0,0,Run,Forward,Auto,Auto 4,Off,Off,Off,On,0,0,FaultFNRP20,F1,Err-Unknown,Off,Released,Off,Depressed,4,19,77,38,28.2,2016-11-11 15:27:02.085500,2016-11-11 15:27:02.085500
48826,1162913205.60335,1162913205.60336,18156,0,0,0,42,1502.5,1233.5,106.5,100,23.4,1.5,99,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1231,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,2604,3212,77,38,28.2,2016-11-11 15:27:04.603350,2016-11-11 15:27:04.603360
48827,1162913206.22344,1162913206.22344,18157,0,0,0,23.6,769.5,967.5,47.5,0,50.1,0,0,0,Neutral,Reverse,Auto,Auto 4,Off,Off,Off,On,1051,0,FaultFNRP20,N1,Err-Unknown,Off,Depressed,Off,Released,3186,3381,77,41,28.2,2016-11-11 15:27:05.223440,2016-11-11 15:27:05.223440
48830,1162913208.16333,1162913208.16333,18160,0,0,0,97.6,2016,2120,119.5,100,24.1,2,249,80,Run,Reverse,Auto,Auto 4,Off,Off,Off,On,1835,0,FaultFNRP20,R1,Err-Unknown,Off,Released,Off,Depressed,86,79,77,41,28.2,2016-11-11 15:27:07.163330,2016-11-11 15:27:07.163330
