OriginationTime,TransmissionTime,txSequenceNumber,loggerSequenceNumber,loggedTime,CDLConnectionHealth,ThrottlePosition___,EngineSpeed_rpm_,DesiredEngineSpeed_rpm_,BoostPressure_kPa_,EngineLoadFactor___,FuelConsumptionRate_l_h_,GroundSpeed_mph_,TransmissionOutputSpeed_rpm_,LockupClutchCurrent___,NeutralizeSwitchStatus,DirectionSwitchPositionStatus,RideControlSwitchStatus,TransmissionSwitchStatus,ParkBrakeSwitchStatus,DownShiftSwitchStatus,UpShiftSwitchStatus,LockupClutchEnableSwitchStatus,TorqueConverterSpeed_rpm_,GroundSpeedAndDirection_kph_,ShiftLeverPositionStatus,ActualGearStatus,ReverseSteeringSolenoidStatus,ParkBrakeStatus,ServiceBrakeStatus,AutoRetardModeStatus,AccelerationPedalStatus,FrontServiceBrakeOilPressure_kPa_,RearServiceBrakeOilPressure_kPa_,HydraulicOilTemperature_degC_,FuelGauge___,SystemVoltage_volts_,CorrectOriginationTime,Tonnage
1163820525,1163820525,2813,0,0,0,0,798,800,1.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,979,58,97,28.2,22/11/2016 3:28,18.95
1163820527,1163820527,2816,0,0,0,0,798,800,1.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,978,58,97,28.2,22/11/2016 3:28,18.95
1163820528,1163820528,2817,0,0,0,0,798,800,1.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820529,1163820529,2819,0,0,0,0,798,800,1.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,744,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,980,58,97,28.2,22/11/2016 3:28,18.95
1163820531,1163820531,2822,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,978,58,97,28.2,22/11/2016 3:28,18.95
1163820533,1163820533,2824,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820534,1163820534,2827,0,0,0,0,799,800,0.5,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820535,1163820535,2828,0,0,0,0,799,800,1.5,9,36.1,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820536,1163820536,2830,0,0,0,0,799,800,0.5,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,744,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820538,1163820538,2833,0,0,0,0,798.5,800,0.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,747,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,977,58,97,28.2,22/11/2016 3:28,18.95
1163820539,1163820539,2835,0,0,0,0,798,800,0.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820540,1163820540,2836,0,0,0,0,798,800,0.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820543,1163820543,2840,0,0,0,0,798,800,0.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,744,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820543,1163820543,2841,0,0,0,0,798.5,800,0.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820545,1163820545,2844,0,0,0,0,799,800,0.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820546,1163820546,2846,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,810,981,58,97,28.2,22/11/2016 3:28,18.95
1163820548,1163820548,2848,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,746,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820549,1163820549,2851,0,0,0,0,798.5,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,811,981,58,97,28.2,22/11/2016 3:28,18.95
1163820550,1163820550,2852,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820553,1163820553,2856,0,0,0,0,799,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:28,18.95
1163820553,1163820553,2857,0,0,0,0,798.5,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,979,58,97,28.2,22/11/2016 3:28,18.95
1163820555,1163820555,2859,0,0,0,0,797.5,800,1.5,9,36.95,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,813,980,58,97,28.2,22/11/2016 3:28,18.95
1163820556,1163820556,2862,0,0,0,0,798.5,800,1.5,9,36.8,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,744,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,810,982,58,97,28.2,22/11/2016 3:28,18.95
1163820557,1163820557,2863,0,0,0,0,798.5,800,1.5,9,36.6,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:29,18.95
1163820560,1163820560,2867,0,0,0,0,800.5,800,0.5,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,744,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,982,58,97,28.2,22/11/2016 3:29,18.95
1163820560,1163820560,2868,0,0,0,0,800.5,800,0.5,9,36.45,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,746,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,979,58,97,28.2,22/11/2016 3:29,18.95
1163820562,1163820562,2870,0,0,0,0,800.5,800,0.5,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,981,58,97,28.2,22/11/2016 3:29,18.95
1163820563,1163820563,2873,0,0,0,0,800.5,800,0.5,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,982,58,97,28.2,22/11/2016 3:29,18.95
1163820564,1163820564,2874,0,0,0,0,800.5,800,1.5,9,36.35,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,978,58,97,28.2,22/11/2016 3:29,18.95
1163820565,1163820565,2876,0,0,0,0,801.5,800,0.5,9,36.1,0,0,0,Run,Neutral,Auto,Auto 4,On,Off,Off,On,745,0,FaultFNRP20,N1,Err-Unknown,On,Released,Off,Released,812,980,58,97,28.2,22/11/2016 3:29,18.95
1163822456,1163822456,738,0,0,0,99.6,2001,2120,129.5,100,24.25,6,585,0,Run,Reverse,Auto,Manual,Off,Off,Off,On,1792,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,23,18,59,97,26.2,22/11/2016 4:00,18.95
1163822458,1163822458,741,0,0,0,99.6,2044,2120,137,100,23.75,6.5,661,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2043,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,10,4,59,97,26.2,22/11/2016 4:00,18.95
1163822459,1163822459,743,0,0,0,99.6,2106,2120,117.5,88,22.2,7,682,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2100,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,36,37,59,97,26.2,22/11/2016 4:00,18.95
1163822461,1163822461,746,0,0,0,99.6,2114,2120,111,84,21.6,7,681,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2122,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,15,13,59,97,26.4,22/11/2016 4:00,18.95
1163822463,1163822463,748,0,0,0,99.6,2116.5,2120,111,86,21.6,7,681,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2114,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,10,7,59,97,26.5,22/11/2016 4:00,18.95
1163822464,1163822464,751,0,0,0,99.6,2125.5,2120,115.5,82,21.4,7,682,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2129,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,16,15,59,97,26.7,22/11/2016 4:00,18.95
1163822465,1163822465,752,0,0,0,99.6,2129,2120,114,83,21.15,7,683,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2131,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,15,12,59,97,26.8,22/11/2016 4:00,18.95
1163822468,1163822468,756,0,0,0,99.6,2120,2120,117.5,84,21.6,7,689,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2115,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,18,15,59,97,27.1,22/11/2016 4:00,18.95
1163822468,1163822468,757,0,0,0,99.6,2133.5,2120,111.5,78,20.8,7,686,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2130,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,10,9,59,97,27.3,22/11/2016 4:00,18.95
1163822470,1163822470,760,0,0,0,99.6,2116.5,2120,121,91,22.1,7,683,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2115,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,13,11,59,97,27.6,22/11/2016 4:00,18.95
1163822471,1163822471,762,0,0,0,99.6,2136,2120,120.5,86,21.25,7,683,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2133,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,16,11,59,97,27.6,22/11/2016 4:00,18.95
1163822473,1163822473,765,0,0,0,99.6,2129,2120,114,81,21,7,677,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2130,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,22,19,58,97,27.7,22/11/2016 4:00,18.95
1163822474,1163822474,766,0,0,0,99.6,2119.5,2120,117.5,84,21.6,7,681,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2115,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,6,5,59,97,27.7,22/11/2016 4:00,18.95
1163822477,1163822477,770,0,0,0,99.6,2115.5,2120,120,80,21.75,7,678,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2115,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,15,14,58,97,27.8,22/11/2016 4:00,18.95
1163822477,1163822477,771,0,0,0,99.6,2140.5,2120,117,86,20.65,7,687,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2140,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,15,13,58,97,27.8,22/11/2016 4:01,18.95
1163822479,1163822479,774,0,0,0,99.6,2115.5,2120,124,92,22.1,7,684,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2114,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,10,9,58,97,27.8,22/11/2016 4:01,18.95
1163822481,1163822481,777,0,0,0,99.6,2132,2120,116.5,76,20.8,7,686,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,2126,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Depressed,12,6,58,97,27.8,22/11/2016 4:01,18.95
1163822482,1163822482,779,0,0,0,11.6,1934.5,800,56,0,0,7,678,55.7,Run,Reverse,Auto,Manual,Off,Off,Off,On,1934,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Released,11,7,59,97,27.8,22/11/2016 4:01,18.95
1163822484,1163822484,782,0,0,0,0,1276.5,800,15.5,0,0,4.5,401,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,On,1349,0,FaultFNRP20,N2,Err-Unknown,Off,Released,Off,Released,474,475,59,96,27.9,22/11/2016 4:01,18.95
1163822485,1163822485,784,0,0,0,0,675.5,800,8.5,0,50,2.5,215,0,Neutral,Reverse,Auto,Manual,Off,Off,Off,On,813,0,FaultFNRP20,N2,Err-Unknown,Off,Depressed,Off,Released,1307,1499,59,96,27.5,22/11/2016 4:01,18.95
1163822487,1163822487,787,0,0,0,0,816,800,4,11,36.2,0,0,0,Run,Reverse,Auto,Manual,Off,Off,Off,On,755,0,FaultFNRP20,N2,Err-Unknown,Off,Depressed,Off,Released,842,1017,59,96,27.5,22/11/2016 4:01,18.95
1163822488,1163822488,788,0,0,0,0,792.5,800,3,10,39.65,0,0,0,Run,Reverse,Auto,Manual,Off,Off,Off,On,273,0,FaultFNRP20,R2,Err-Unknown,Off,Released,Off,Released,639,820,59,96,27.5,22/11/2016 4:01,18.95
1163822491,1163822491,792,0,0,0,0,802,800,3,16,42.85,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,752,0,FaultFNRP20,N2,Err-Unknown,On,Released,Off,Released,47,224,59,96,27.5,22/11/2016 4:01,18.95
1163822491,1163822491,793,0,0,0,0,819.5,800,3,16,39.3,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,763,0,FaultFNRP20,N2,Err-Unknown,On,Released,Off,Released,69,239,59,96,27.7,22/11/2016 4:01,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822553,1163822553,2,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,26.1,22/11/2016 4:02,18.95
1163822554,1163822554,4,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,18,12,59,96,26,22/11/2016 4:02,18.95
1163822556,1163822556,6,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,15,12,59,96,25.9,22/11/2016 4:02,18.95
1163822557,1163822557,9,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,15,14,59,96,25.9,22/11/2016 4:02,18.95
1163822559,1163822559,12,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,25.9,22/11/2016 4:02,18.95
1163822561,1163822561,14,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,17,14,59,96,25.9,22/11/2016 4:02,18.95
1163822562,1163822562,17,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,16,15,59,96,25.9,22/11/2016 4:02,18.95
1163822563,1163822563,18,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,15,14,59,96,25.9,22/11/2016 4:02,18.95
1163822566,1163822566,22,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,17,13,59,96,25.9,22/11/2016 4:02,18.95
1163822566,1163822566,23,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,15,11,59,96,25.9,22/11/2016 4:02,18.95
1163822568,1163822568,26,0,0,0,0,0,800,0,0,0,0,0,0,Run,Neutral,Auto,Manual,On,Off,Off,On,0,0,FaultFNRP20,N4,Err-Unknown,On,Released,Off,Released,15,13,59,96,25.9,22/11/2016 4:02,18.95
